name,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,lcd,pld,void_fraction,surface_area_m2g,surface_area_m2cm3,number_H,number_C,number_N,number_O,number_F,number_Cl,number_V,number_Cu,number_Zn,number_Br,number_Zr,adsorption
-1.5350484057861022,1.2034927762344896,1.0476072748919831,1.4938128474623613,0.1800090599613328,-0.5605409523996772,0.24218346244560518,2.639275602524386,2.613437016585452,1.2342058392355728,1.0529811643273965,-0.3937843648196195,-0.5104815138391727,-0.1430453308039283,-0.8912654064051228,-0.5931015354543484,0.0,0.0,0.0,-0.538682329157025,0.22563434923011425,0.0,0.0,0.6594859448336592
-0.31929158809953134,0.5118699643116439,0.5672320840114246,0.9599874499894133,-1.0561308122231847,1.6412768495884031,0.5894089953943067,2.069960079020326,2.0494580025516815,1.0287250344893375,0.46143594522152814,-0.06941134562777267,-0.768021737037314,-0.5794548146125228,-0.2736713612564885,-0.5931015354543484,0.0,0.0,0.0,-0.538682329157025,0.22563434923011425,0.0,0.0,0.43374866391154737
-1.5523176787646045,-0.5255902041118378,-0.6854301404284163,-0.43180780450985007,1.5085325414725048,-1.5160631341082145,-1.7420599379445172,0.36201350850814445,0.3575209604503717,0.6877419785492135,0.6280155408408967,0.7634789710487192,-0.40010713246854085,-1.040109269743817,-0.8912654064051228,-0.5931015354543484,0.0,0.0,0.0,-0.538682329157025,0.22563434923011425,0.0,0.0,0.549933061273059
-1.099862726727841,2.4524729982938744,2.2991144698398007,2.664507308170828,-1.6339460702838526,-1.5160631341082145,-2.2165308902488303,1.8422338696187015,1.4854789885179118,0.8165734630845239,1.2800144294834999,0.13101314746208617,2.5432097040816446,1.3601428912034526,0.3439226838921457,2.32169266169802,0.0,0.0,0.0,-0.538682329157025,1.4662355821104673,0.0,0.0,0.622837370861838
-1.0480549077923338,1.3044221773804647,1.1486360924082812,1.6052651285235577,-1.6339460702838526,-1.5160631341082145,-2.2165308902488303,1.3867814508154532,1.3726831857111579,0.8961896159806172,1.0269404719099495,0.35838892051010357,1.3658829694615704,-0.11880035948122863,0.3439226838921457,0.9036846738941652,0.0,0.0,0.0,2.8545921852179355,-1.0149668836502388,0.0,0.0,0.3831206531032733
1.1140580691161701,-0.12481834758876563,-0.08190713076370593,-0.3360117640033081,-0.08174725689129825,0.11538799135551861,-0.7159867502306323,0.7036028226105807,0.4703167632571257,0.7864905167582028,1.1108365386118362,0.7337915205364332,-0.40010713246854085,-0.6764346999033215,-0.5824683838308056,-0.19921042773105535,0.0,0.0,0.0,0.8186274765929592,-1.0149668836502388,0.0,0.0,0.3912918063853195
-0.19149896805861338,-0.605814176623617,0.576333277107791,-0.5209028101193085,1.5085325414725048,-0.2194566110529454,0.618094436308657,0.5897397179097686,0.6959083688706337,0.7461987175897482,0.7199951927721457,0.44813531468549417,0.04139039301398698,-0.7249246425487209,-0.8912654064051228,-0.5931015354543484,0.0,0.0,0.0,-0.538682329157025,0.22563434923011425,0.0,0.0,0.6911867601910491
0.530356642442788,0.07638931328499288,-0.08190713076370593,-0.3019222089877451,-0.07360831483825664,0.13086703525118273,-0.7246123711611188,1.159055241413829,1.1470915800976498,1.0848230494075024,2.2126292053739816,0.6562210853269106,-0.768021737037314,-0.8219045278395197,-0.5824683838308056,-0.9869926431776415,0.0,0.0,0.0,-0.538682329157025,-0.3946662672100623,0.0,0.0,0.3404870237101501
-1.66284102582702,1.2471397221965321,-0.3545143981811537,1.5424165912478993,-0.051454511591895034,-1.5160631341082145,-2.2165308902488303,-0.20730201499591597,-0.31925385639015236,-0.07669655371906066,-0.1053965990402886,0.573588734592252,0.630053760324024,0.3418540956500655,-0.8912654064051228,2.32169266169802,0.0,0.0,0.0,-0.538682329157025,-1.0149668836502388,0.0,0.0,0.7712510868952988
-1.4245250587236866,-1.3460999359446637,0.28167435406025554,0.43024811117995854,-0.14103581038237684,0.20534289101083417,-0.6255572922447012,-0.8904806432007885,-1.1088244760374304,-0.6454807627899576,-1.156666858118917,-1.2466487265412438,2.3224609413403807,0.7297736368132606,-0.2736713612564885,-0.35676687082037256,0.0,0.0,0.0,-0.538682329157025,0.22563434923011425,0.0,0.0,1.6321910845494394
